date_set,scope,condition,action,status,notes
2026-09-15,BIMAS,Iki ardisik settled >=430 (SAYAC 1/2'de DONDURULMUSTU),TRAILING STOP 385 -> 405 YUKSELTILDI,fired,"ZINCIR 2/2 TAMAMLANDI: 09-10 settled 430,00 (1/2) + 09-11 settled 434,75 (2/2, esigin %1,10 ustunde). 09-14'te 429,75'e (esigin %0,06 altina) donmesi zinciri GERIYE DONUK BOZMAZ - kosul iki ardisik seansta saglandi ve tetik o anda atesLENDI. YENI STOP 405 YAPIYA DEMIRLI: ema50 412,46'nin ve tum eylul settled bandinin (418,00-434,75) ALTINDA, son settled 429,75'ten -%5,76 (eski stop 385 -%10,41 uzaktaydi). Kilitlenen kazanc: giris 386,50 -> stop 405 = +%4,79 tabana alindi. AGIRLIK OYNATILMADI cunku tetigin tanimli aksiyonu stop tarafindadir. OGRENIM 7.10 ICIN KRITIK: bu, iki-seans onayi kuralinin ILK POZITIF-TARAF (simetrik) testidir ve kural CALISTI. 09-11 ve 09-14 raporlari secim yanliligi riskini (kural simdiye kadar yalnizca kuraLI HAKLI CIKARAN kirilma vakalarinda olculdu) aciktan yazmisti; o risk bugun kapandi. n=2 -> n=3."
2026-09-15,ENJSA,Iki secim bacagi 3 ardisik gun basarisiz VE settled <ema20,AGIRLIK %7 -> %4 TRIM; STOP 106 -> 110 YUKSELTILDI,fired,"IKI BACAK DA BUGUN MET. (1) SECIM BACAKLARI: buyume bacagi BES HAFTADIR basarisiz (eps_estimate beslemesi yok -> KAP-teyitli beat kanit sinifi elde edilemiyor); deger bacagi MUHAFAZAKAR XUHIZ okumasinda F/K 19,73 > ex-target medyan 18,06 (n=18). (2) TEKNIK: 09-14 settled 114,30 < ema20 114,61 [TA 10:34] - EYLULDE ILK KEZ. ema20 tamponunun daralmasi UC SEANS izlenmisti (%3,67 09-10 -> %1,93 09-11 -> BUGUN NEGATIF) ve kirilma ONCEDEN isaretlenmisti. SEKTOR ATAMASI YINE OYNADI: bugun arac ENJSA'yi XELKT'e atadi (ex-target medyan 22,90 -> ENJSA GECERDI). MUHAFAZAKAR OKUMAYI BAGLAYICI TUTTUM: 09-11'de atama aleyhime (XUHIZ) oldugunda onu baglayici tutmustum; bugun lehime olan XELKT'i secmek kurali yalnizca ise yaradiginda uygulamak olurdu. Sektor-atama kararsizligi vakasi n=1 -> n=2 -> ISIM-BASINA SEKTOR SABITLEME kurali icin esik DOLDU (bir sonraki METHODOLOGY guncellemesinde yazilacak). Alfa -%1,43 -> -%2,71 (ucuncu seans kotulesti). TAM KESIM YAPILMADI: tetigin aksiyonu 'erken gozden gecirme'dir."
2026-09-15,VAKBN,"PPK gunu (09-11) +%10,00 sicramasinin ERTESI SEANS testi",Sicrama AKIS olarak siniflandirildi; EKLEME YASAGI KORUNDU,fired,"OGRENIM 7.9'UN DORDUNCU DOGRULAMASI (n=3 -> n=4). 09-11 settled 34,62 -> 38,08 (+%10,00, hacim 258,4M = onceki seansin 3,7 kati); 09-14 settled 35,74 (-%6,15). SICRAMANIN UCTE IKISI BIR SEANSTA SILINDI. KRITIK CAPRAZ KANIT - HAREKET FAIZ FIYATLAMASI DEGILDI: PPK karari 09-11 seans sonrasi aciklandi ve tahvil egrisi karar SONRASI YUKSELDI (2Y %39,76 -> %40,28, 5Y %37,93 -> %38,67, 10Y %34,40 -> %34,58 [get_bond_yields 10:34]). Faiz indirimi fiyatlanan bir piyasada 2Y DUSERDI; YUKSELDI. Yani VAKBN'in +%10'u ne kalici bir makro yeniden-fiyatlama ne de tez teyididir. 09-11'de acilan TAM KESIM on-kaydi (3 ardisik settled <34,08 VEYA alfa <=-%3,00) IKI BACAKTAN DA MET DEGIL: settled 35,74 (0/3), alfa +%3,55 (POZITIFE dondu) -> on-kayit ACIK KALIR, atesLENMEDI."
2026-09-15,MAKRO,TCMB PPK karari sonrasi ILK VE IKINCI kapanis + tahvil egrisi OLCULDU,Karar-sonrasi fiyat kaniti ledger'a girdi; 'tahvil dususu -> bankaya nakit' tezi icin sayac SIFIRLANDI,fired,"09-14'te ERTELENEN olcum BUGUN YAPILDI. KARAR-SONRASI ILK KAPANIS (09-11): XU100 14393,85 -> 14467,25 (+%0,51), bankalar ayristi (VAKBN +%10,00, ISCTR +%1,38, GARAN +%0,60). IKINCI KAPANIS (09-14): XU100 14235,83 (-%1,60) - PPK gunu kazancinin TAMAMI VE FAZLASI silindi. TAHVIL EGRISI KARARDAN SONRA YUKSELDI: 2Y %40,28 (09-11'de %39,76, +0,52 puan), 5Y %38,67 (+0,74), 10Y %34,58 (+0,18). REEL FAIZ (2Y - TUFE) = 40,28 - 31,51 = +8,77 PUAN, 09-11'deki +8,25'ten GENISLEDI. TUFE Agustos %31,51 yillik / +%1,84 aylik [get_macro_data/TCMB 10:39] DEGISMEDI. YORUM SINIRI: kararin ICERIGINI (faiz seviyesi/metin) bu arac seti vermiyor ve 6.1.1 geregi web aramasiyla ogrenilmedi; yalnizca FIYAT KANITI raporlaniyor - egri yukseldi, yani piyasa gevseme FIYATLAMIYOR."
2026-09-15,MAKRO,"2Y tahvil 3 ardisik seans <%39,00",'Tahvil dususu -> bankaya nakit' tezi yazilir,expired,"SAYAC 0/3 VE ESIKTEN DAHA DA UZAKLASTI. 2Y %40,28, esigin 1,28 puan USTUNDE (09-11'de %39,76, 0,76 puan ustundeydi). PPK sonrasi egri YUKSELDI -> tez bugun DAHA UZAK. Bu, banka bahsi icin IKI YONLU okunur: mevduat marji destekleniyor (reel faiz +8,77 puan), kredi talebi baskilaniyor. Portfoyun %32'si uc bankada ve bu yogunlasma BUGUN AYARLANABILIR durumda (dun degildi) - ama hicbir ismin tanimli tetigi acik olmadigi icin ayarlama YAPILMADI, tetiksiz hareket KURAL 9 ihlalidir. || GUNCELLEME 2026-09-21: CIFT KAYIT: ayni MAKRO tetigi bes ayri gunde yeniden yazilmis. Gecerli tek kayit 2026-09-17 MAKRO satiridir (0/3, esikten 1,90 puan uzak). Tetik enflasyonu temizligi (KURAL 9c gerekcesi)."
2026-09-15,GARAN,"ON-kayit: PPK sonrasi iki ardisik settled >137,80 VE RSI<68 VE F/K < ex-target",Agirlik %22 -> %24,expired,"0/2 - OLCULDU VE MET DEGIL (dun 'olculemedi'ydi, bugun OLCULDU: ayrimi koruyorum). 09-11 settled 134,20 ve 09-14 settled 133,90 -> ikisi de 137,80'in ALTINDA, esige uzaklik %2,91. RSI bacagi MET (51,25 [TA] / 54,80 [scan] - her iki okumada da <68; MUHAFAZAKAR okuma burada YUKSEK olanidir cunku esigi gecmemek lehimize degil, RSI<68 lehimize -> 54,80 baglayici, yine de MET). F/K bacagi MET (4,66 < ex-target 5,59). UC BACAKTAN IKISI MET, FIYAT BACAGI DEGIL -> kapi ACILMADI. POZITIF: settled 133,90 > ema20 133,30 (eylulde ilk ema20 geri alimi). || GUNCELLEME 2026-09-21: SUPERSEDED: ayni kapi 2026-09-17 GARAN tetiginde yeniden yazildi ve olculdu (0/2). Cift kayit temizlendi."
2026-09-15,TUPRS,"Konsensus alani NEGATIF (-%2,45; 403,12 ortalama vs 413,25 gun-ici)",EKLEME YASAK,expired,"YASAK SURUYOR VE BUGUN TAZE VERIYLE OLCULDU. Konsensus ortalama 403,12 [get_analyst_data 10:38; 20 al / 7 tut / 0 sat, dusuk 278,00 / yuksek 510,00] gun-ici 413,25'in ALTINDA -> alan -%2,45. 09-11'de -%3,27 idi; alan 0,82 puan DARALDI ama ISARET DEGISMEDI. Yasagin kalkmasi icin alanin POZITIFE donmesi gerekir. NOT: yasak TEZE degil FIYATA baglidir - TUPRS'in uc bacagi da bugun TAZE veriyle geciyor (F/K 11,01 < XUSIN ex-target 22,50 = -%51,1; EV/FAVOK 6,0; EPS 36,0441 vs 21,2260 tahmin = +%69,8 beat, 2026-08-04 KAP) ve alfa +%11,52 ile cekirdegin en iyisi. EPS TAHMIN REVIZYONU: besleme tahmini 19,4928 -> 21,2260'a REVIZE ETMIS, beat %84,9 -> %69,8'e dustu; beat SINIFI degismedi ama buyuklugu kucuLDU ve bu aciktan kaydediliyor. || GUNCELLEME 2026-09-21: SUPERSEDED: ekleme yasagi 2026-09-17 TUPRS tetiginde taze olcumle yeniden yazildi (iki kaynak zit isaret, muhafazakar okuma baglayici). Cift kayit temizlendi."
2026-09-15,TUPRS,Artis kapisi: settled >420 VE RSI<65,Agirlik artisi,active,"0/2 - IKI BACAK DA MET DEGIL. settled 415,75 < 420 (uzaklik %1,02). RSI 72,44 [TA] / 68,99 [scan] - HER IKI OKUMA DA 65'in USTUNDE, yani araclar arasindaki 3,46 puanlik ayrisma bu kararda SONUC DEGISTIRMIYOR. METHODOLOGY 5 geregi muhafazakar okuma baglayici: kapinin ACILMASI lehimize oldugu icin YUKSEK okuma (72,44) baglayicidir -> asiri alim teyitli."
2026-09-15,ALTYAPI,MCP batch boyu limiti: 8+ sembollu cagrilar 60s timeout veriyor,Cagrilar <=5 sembol halinde bolunur,expired,"BUGUNE OZGU ARIZA (kesinti DEGIL - veri sonunda TAM alindi). TIMEOUT VERENLER: get_sector_comparison (6 sembol), get_earnings (8 ve 10 sembol), get_macro_data (paralel cagri). AYNI CAGRILAR 3-5 SEMBOLDE SORUNSUZ DONDU. Ayrica get_analyst_data ve get_financial_ratios bir kez -32600 'Invalid content from server' dondu, tekrar denemede calisti. PRATIK SONUC: bugun hicbir veri kalemi kaybedilmedi, yalnizca cagri sayisi artti. n=1; tekrarlarsa METHODOLOGY 5'e yazilir. || GUNCELLEME 2026-09-21: SUPERSEDED: limit 09-17'de 5 sembolde de timeout verdi ve <=3'e indirildi (2026-09-17 METODOLOJI tetigi)."
2026-09-15,METODOLOJI,get_sector_comparison sektor-atama kararsizligi (ENJSA: XUHIZ <-> XELKT salinimi),ISIM-BASINA SEKTOR SABITLEME kurali icin n=2 ESIGI DOLDU,active,"n=1 -> n=2. 09-08 XUHIZ -> 09-09/09-10 XELKT -> 09-11 XUHIZ -> BUGUN XELKT. Salinim dorduncu kez gozlendi ve bu kez KARAR DEGISTIRECEK BUYUKLUKTE: XELKT ex-target medyan 22,90 (n=4) -> ENJSA 19,73 GECER; XUHIZ ex-target medyan 18,06 (n=18) -> ENJSA KALIR. Yani aracin atamasi tek basina ENJSA'nin deger bacagini belirliyor. MUHAFAZAKAR (aleyhime) OKUMAYI BAGLAYICI TUTTUM ve trim kararini XUHIZ uzerinden verdim. KURAL TASLAGI (bir sonraki METHODOLOGY guncellemesi): bir isim ilk kez degerlendirildigi gunkü sektorune SABITLENIR; atama degisirse HER IKI medyan da raporlanir ve ALEYHE olan baglayicidir."
2026-09-15,PORTFOY,KURAL 8 tam evren taramasi,"Huni: 100 -> 46 -> 5; DEVIR SIFIR (7. gun, MEKANIK)",fired,"scan_stocks XU100 bullish_momentum 46 isim [10:33 TRT]. Cekirdegin 6 isminin HEPSI taramada cikti (TUPRS, GARAN, BIMAS, ISCTR, VAKBN, ENJSA). Uc bacak elemesinden TAM OLARAK 5 isim gecti. DEGER BACAGI ELEMELERI (ex-target medyan, METHODOLOGY 5.1): AKBNK F/K 5,65 > ex-target 5,11 ELENDI (buyume bacagi GUCLU: EPS 12,8357 vs 4,0453 = 3,17x KAP-teyitli beat); YKBNK 5,59 > 5,11 ELENDI (6,5528 vs 1,96 = 3,34x beat); HALKB 10,50 >> ELENDI; EREGL 34,86 / BRSAN 35,88 / ASTOR 25,17 (XUSIN ex-target 22,50 ustu) ELENDI. BUYUME BACAGI ELEMELERI (eps_estimate beslemesi YOK -> KAP-teyitli beat kanit sinifina ulasilamiyor) - HEPSI DEGER BACAGINI GECIYORDU: TSKB F/K 3,00 (10 bankanin EN UCUZU), ALBRK 3,04, KCHOL (eps_actual 14,0311), SAHOL (9,5002), TOASO (25,4249), TTKOM (8,0888), SISE (3,9805), FROTO 8,64, MPARK 12,59, KRDMD 11,97, ENKAI 11,78. YEDINCI GUN AYNI TESPIT: SECIM KUMEMI SINIRLAYAN SEY YARGI DEGIL TEK BIR VERI BESLEMESI BOSLUGUDUR (bugun 11 gucu adayi eledi)."
2026-09-15,NAKIT,Nakit %35 esigi asildi (%36),3 ardisik seans >%35 ise dagitim gerekcesi yazilir,fired,"SAYAC 1/3 BASLADI. Nakit %33 -> %36 (ENJSA triminin mekanik sonucu, aktif bir 'nakde kacis' karari DEGIL). %40 tavani asilmadi. Dagitim BUGUN YAPILAMADI cunku hicbir ismin tanimli ARTIS tetigi acik degil: GARAN kapisi 0/2, TUPRS'ta ekleme YASAK, BIMAS/ISCTR/VAKBN'de tanimli artis tetigi yok. Tetiksiz ekleme KURAL 9 ihlalidir. || GUNCELLEME 2026-09-21: Sayac 09-17'de 3/3 doldu ve ATESLENDI; tanimli aksiyon 'dagitim gerekcesi yazilir' idi ve 09-17 raporunda yazildi. Bayat 'active' kaydi temizlendi."
2026-09-16,ALTYAPI,ALTINCI KESINTI EPIZODU / SEKIZINCI KESINTI GUNU - iki kanal birden kapali (METHODOLOGY 6.1),5 hisse onerisi URETILMEDI; ledger DONDURULDU; compute_perf.py yine de calistirildi (devralma),fired,"KESINTI TANIMININ IKI BACAGI DA FIILEN TEST EDILDI, VARSAYILMADI. KANAL 1: borsamcp-new sunucusu oturuma BAGLANAMADI - 503, SdkHttpError, CLIENT_HTTP_NOT_IMPLEMENTED. ToolSearch ile IKI ayri sorguda arac arandi (select:get_historical_data,get_technical_analysis,scan_stocks,screen_securities,get_financial_ratios ve serbest metin) -> ikisi de 'No matching deferred tools found' -> ARAC KAYDI = 0. KANAL 2: dogrudan HTTP yedegi 5 hostun 5'inde de reddedildi (query1/query2.finance.yahoo.com, www.isyatirim.com.tr, scanner.tradingview.com, www.kap.org.tr) - hepsi HTTP 000; proxy /__agentproxy/status recentRelayFailures 8 kayit, kind=connect_rejected, detail='gateway answered 403 to CONNECT', damgalar 2026-09-16T07:32:12.902Z-07:32:13.652Z. Denemeler TEKRARLANDI, sonuc degismedi. Yerel yfinance/pandas da kurulu DEGIL ama bu sonucu degistirmezdi (Kanal 2 kapali). 09-15 ile TAM ZIT durum: dun 9 aracin hepsi veri dondurmustu."
2026-09-16,ALTYAPI,BACKFILL BORCU ACILDI: 2026-09-15 kapanislari (8 seri) prices.csv'ye eklenemedi,Araclar dondugu ILK rutinde borcun kapatilmasi rutinin ONCELIKLI is kalemidir,fired,"EKSIK: 1 seans (2026-09-15 Sali) x 8 seri = XU100, GARAN, BIMAS, ENJSA, THYAO, TUPRS, VAKBN, ISCTR. Son settled tarih 2026-09-14'te DONDU. KURAL 6 KRITIK NOTU: eksik olan yalnizca hisse bacagi degil XU100 BACAGI DA eksik - yani ne mutlak getiri ne alfa bir seans ileri tasinabilir, ikisi birden dondu; alfa serisinin sessizce bozulmamasi tam olarak bu yuzdendir (iki bacak ayni tarihte kesiliyor). BU BORC ONCEKILERDEN FARKLI: icinde bir STOP TESTI var (ENJSA, tampon %3,76) - onceki borclar yalnizca alfa gecikmesiydi, bu borc RISK YONETIMI BOSLUGUDUR. OGRENIM 7.4 ON-KAYDI: araclar dondugu ilk rutinde borc kapanirsa n=5 -> n=6; KAPANMAZSA hipotez ILK KEZ CURUTULMUS olur. Sonuc ONCEDEN yaziliyor ki sonradan yeniden yorumlanamasin. || GUNCELLEME 2026-09-21: Borc 09-17 rutininde KAPANDI (09-15 ve 09-16 kapanislari prices.csv'de). Bayat 'active' kaydi temizlendi."
2026-09-16,ENJSA,"STOP 110 - son settled 114,30 -> tampon %3,76 (PORTFOYUN EN DARI) ve 09-15'te test edilip edilmedigi BILINMIYOR",Araclar dondugunde ENJSA 09-15 kapanisi ONCELIKLE cekilir; stop degmisse cikis GERIYE DONUK islenir,expired,"v2 TEMIZLIK 2026-09-18: pozisyon kapali, tetigin izledigi agirlik yok -> expired. v1'de kapanan pozisyonun tetikleri ayni rutinde expire edilmiyordu (METHODOLOGY 6.4 ihlali); v2 PROMPT adim 2d bunu zorunlu kilar. | BUGUNUN EN PAHALI OLCUM BOSLUGU. 09-15'te kismi trim ile birlikte stop 106 -> 110 yukseltilmisti. Tampon karsilastirmasi (son settled'a gore): ENJSA %3,76 | BIMAS %5,76 | ISCTR %6,43 | GARAN %11,87 | VAKBN %16,06 | TUPRS %17,02. ENJSA, tek seanslik NORMAL bir dususle stopa degebilecek TEK isimdir ve tam da o seansin kapanisi elimizde yok. RAPORDA 'stop tutuldu' veya 'pozisyon guvende' DENMEDI - 'BILINMIYOR' dendi. LEHTE MEKANIK NOT: dun agirlik %7 -> %4 indirildigi icin bu olculemeyen stopun tasidigi agirlik riski yaridan az; on-kayitli tetikle zamaninda hareket etmek, bilgi kesildiginde bile koruma sagliyor (on-kayitli tetiklerin en somut faydasi)."
2026-09-16,ALTYAPI,KESINTI ORANI AYLARA GORE ARTIYOR - Haz-Tem 0/28 (%0) -> Agu 4/20 (%20) -> Eyl 4/12 (%33.3),Altyapi artik secim kalitesinden buyuk bir risk kalemi olarak izlenir,expired,"YENI OGRENIM 7.13, n=1 (OLCULMUS ORAN, HIPOTEZ). Eylulde her UC seanstan BIRI oneri uretemiyor. Ayrica ARALIK KISALIYOR: 09-14 kesinti -> 09-15 calisti -> 09-16 yine kesinti; yani ariza profili EPIZODIK degil ARALIKLI hale geliyor. 09-15 raporu 'Kesinti 1 seans surdu' diye kapanis yapmisti - bir seans sonra ayni ariza dondu; ONCEKI kesintilerde de araclar donmustu, yani DONUS KALICILIK ANLAMINA GELMIYOR. HIPOTEZ olarak isaretlendi: uc aylik orneklem, n=1 egilim gozlemi ve oranlar KENDI rapor arsivimden sayildi (bagimsiz dogrulama yok). Ama alfa maliyeti artik secim kalitesinden BUYUK OLABILIR ve bu olculmedigi surece bilinemez. || GUNCELLEME 2026-09-21: SUPERSEDED: oran 2026-09-17 ALTYAPI tetiginde guncellendi ve bugun yeniden guncelleniyor."
2026-09-16,METODOLOJI,Kesinti sayacinda BIRIM BELIRSIZLIGI: epizot (bitisik seans kumesi) mi gun mu sayiliyor,Bundan sonra IKI SAYI BIRLIKTE yazilir: 'N. epizot / M. kesinti gunu',active,"n=1, YENI. 09-14 raporu kendini 'BESINCI tam kesinti' diye etiketlemisti; arsivde ise 7 adet tam kesinti raporu var (08-21, 08-26, 08-28, 08-31, 09-01, 09-07, 09-14 - hepsinin 'Rapor tipi' satiri dogrulandi). CELISKI GERCEK DEGIL, SAYIM BIRIMINDEN: 'besinci' EPIZOT sayiyor cunku 08-28/08-31/09-01 tek bir kesintisiz kume. BUGUN: 6. EPIZOT ve 8. KESINTI GUNU. LEHIME OLAN OKUMAYI SECMEDIM - tek sayi yazsaydim kucugunu secmis olurdum ve maliyeti oldugundan kucuk gostermis olurdum; ikisini de yazdim. Bu, 09-15'te sektor-atama celiskisinde ayni yonde verilen kararin tekrarindir (kendi esigimi kendi lehime dolduramam)."
2026-09-16,NAKIT,Nakit %35 esigi ustunde - SAYAC 1/3 -> 2/3,3/3'te dagitim gerekcesi yazilmasi zorunlu,fired,"ON-KAYIT: 09-17'DE DOGACAK KURAL CATISMASININ COZUMU BUGUN YAZILIYOR ki yarin improvize edilmesin. CATISMA: (a) sayac kaydi 3/3'te 'dagitim gerekcesi yazilmali' diyor; (b) KURAL 9 tetiksiz ekleme yasakliyor ve kesinti surerse HICBIR ismin artis tetigi olculemez. KARAR: sayac 3/3'te ATESLENIR ve gerekce yazilir, ancak gerekcenin ICERIGI 'dagitim YAPILMADI, cunku dagitilacak ismin tetigi olculemiyor' olur. Sayacin TANIMLI aksiyonu 'gerekce yazmak'tir, 'agirlik dagitmak' DEGIL - tetigin aksiyonunu genisletmek KURAL 9 ihlalidir (09-15 BIMAS presedani: tetik ateslendi, aksiyon STOP tarafindaydi, agirlik oynatilmadi). Araclar donerse sayac OLCULMUS tetiklerle yeniden degerlendirilir. NOT: nakit orani LEDGER GERCEGIDIR, piyasa olcumu degildir - bu yuzden sayac kesintiye ragmen ilerleyebiliyor. || GUNCELLEME 2026-09-21: Ayni sayac zincirinin ara kaydi; 09-17'de 3/3 ile ateslendi. Bayat 'active' kaydi temizlendi."
2026-09-17,ALTYAPI,BACKFILL BORCU KAPATILDI: 2026-09-15 + 2026-09-16 kapanislari (2 seans x 8 seri) prices.csv'ye eklendi,Borc SIFIRLANDI; ledger 09-16'ya kadar TAM,fired,"ARACLAR DONDU ve borc bu rutinin ILK is kalemi olarak kapatildi (09-16'da yazilan onceligin geregi yapildi). Borc ACILDIGINDA 1 seans/8 seriydi; kapandiginda 2 seans/16 kayit oldu cunku 09-16 da kesintiydi. OGRENIM 7.4 ON-KAYDININ COZUMU: 09-16'da 'araclar dondugu ilk rutinde borc kapanirsa n=5 -> n=6; KAPANMAZSA hipotez ILK KEZ CURUTULMUS olur' diye YAZILMISTI. Borc KAPANDI -> hipotez n=6 ile DOGRULANDI. Sonucun onceden yazilmis olmasi, bugun yeniden yorumlanmasini engelledi."
2026-09-17,PIYASA,"XU100 iki seansta -%7,82 COKTU (14.235,83 -> 13.892,30 -> 13.122,58)",Rejim degisimi kaydedildi; tum stoplar settled kapanisla test edildi,fired,"KESINTININ TAM ORTASINDA GERCEKLESTI - programin simdiye kadarki EN PAHALI bilgi boslugu. 09-15 -%2,41 (hacim 12,2 mlr), 09-16 -%5,54 (hacim 15,3 mlr = seride en yuksek). TAHVIL EGRISI AYNI ANDA YUKSELDI: 2Y %40,90 (+0,62 vs 09-15'in %40,28), 5Y %39,46 (+1,78), 10Y %35,40 (+1,75) [get_bond_yields 10:35] -> bu bir HISSE-OZGU cokus DEGIL, MAKRO FAIZ SOKUDUR (hisse ve tahvil ayni anda satildi). REEL FAIZ (2Y - TUFE Agustos %31,51) = +9,39 puan, 09-15'teki +8,77'den GENISLEDI. YORUM SINIRI: sokun SEBEBI bu arac setiyle tespit edilemez (get_news yapisal olarak bos, METHODOLOGY 5) ve 6.1.1 geregi web aramasiyla ogrenilmedi - yalnizca FIYAT ve GETIRI EGRISI kaniti raporlanmistir. Sebep bilinmeden de stop kurallari kosulsuz uygulanir."
2026-09-17,ENJSA,"STOP 110 - 09-16 settled 107,30 (stopun %2,45 ALTINDA)",TAM KESIM - cikis GERIYE DONUK 09-16 kapanisina islendi,fired,"09-16'da acilan tetigin tanimli aksiyonu ('stop degmisse cikis GERIYE DONUK islenir') KOSULSUZ uygulandi. 09-15 settled 112,80 stopun %2,55 USTUNDEYDI - yani pozisyon bir seans daha yasadi ve KESIM 09-16'DA oldu, 09-15'te degil; bu ayrim cikis fiyatini 112,80 degil 107,30 yapar ve aleyhimizedir, yine de dogru tarih kullanildi. Realize alfa -%0,73. Agirlik %4'tu (09-15 triminin sayesinde, %7 degil)."
2026-09-17,ISCTR,"HARD STOP 12,95 - 09-16 settled 12,22 (stopun %5,64 ALTINDA)",TAM KESIM - cikis GERIYE DONUK 09-16 kapanisina islendi,fired,"09-15 raporundaki ON-KAYIT ('settled <12,95 -> HARD STOP KESIM') kosulsuz uygulandi. CURUTME esigi (iki ardisik settled <12,91) yalnizca 1/2 idi; hard stop ONCE ateslendi. Realize alfa +%0,28 (POZITIF - hisse -%6,07, XU100 -%6,35). GERI ALIM KAPISI (5.2) BUGUN OLCULDU: uc secim bacagi TAZE GECIYOR ama settled 12,22 < ema20 13,16 (sart 2 FAIL) ve cikistan sonra yeni KAP katalizoru YOK (sart 3 FAIL) -> giris YAPILMADI. Ayni isimde IKINCI kesim (ilki 07-29, 12,30)."
2026-09-17,BIMAS,"STOP 405 KIL PAYI TUTTU: 09-16 settled 405,50, tampon %0,12 (0,50 TL) - PORTFOYUN EN DARI","ON-KAYIT: settled <405 -> TAM KESIM, kosulsuz",active,"BUGUNUN EN KRITIK ACIK RISKIDIR. Stop 09-15'te 385 -> 405'e yukseltilmisti ve ertesi iki seansta 405,50'ye kadar test edildi - yani trailing stop kar-kilitleme amaciyla dogru yere konuldu ama tampon neredeyse sifirlandi. STOP GEVSETILMEDI: cokusun buyuklugu stopu asagi cekmek icin gerekce DEGILDIR; 405 yapiya demirlidir (ema50 411,80'in altinda). Tampon karsilastirmasi (son settled): BIMAS %0,12 | GARAN %2,46 | VAKBN %2,87 | TUPRS %16,45. Gun-ici 415,25-416,75 stopun USTUNDE seyrediyor ama bu SETTLED DEGIL ve karar baglamaz."
2026-09-17,VAKBN,"TAM KESIM sayaci 2/3 (09-15 settled 33,88 + 09-16 settled 30,86, ikisi de <34,08) VE alfa -%2,84 esigin (-%3,00) 0,16 PUAN berisinde","3/3'te VEYA alfa <=-%3,00'te TAM KESIM",fired,"IKI BACAK DA ATESLENMEYE COK YAKIN - yarin en yuksek olasilikla hareket gerektiren isim budur. Ayrica STOP 30,00 da kil payi tuttu (settled 30,86, tampon %2,87). 09-11 PPK gunu +%10,00 sicramasi TAMAMEN silindi ve fazlasi verildi: 38,08 -> 30,86 = -%18,96 iki seansta. OGRENIM 7.9 (aciklanamayan sicrama tez teyidi DEGILDIR) n=4 -> n=5; sicrama gunu 'akis' diye siniflandirilmis ve agirlik ARTIRILMAMISTI - o karar bugun ODEDI. Deger bacagi hala GECER (F/K 4,37 < ex-target 4,90). || GUNCELLEME 2026-09-21: ATESLENDI. Aksiyon metni '3/3'te VEYA alfa <=-%3,00'te TAM KESIM' idi; 3/3 bacagi doldu (09-17 settled 33,00 < 34,08) ve kesim KOSULSUZ uygulandi. 09-17 raporunun ON-KAYDI ('09-17 settled <34,08 olursa sayac 3/3 -> TAM KESIM') birebir gerceklesti; o rapor kendi gununun kapanisini olcemedigi icin tetik BUGUN, ilk olculebilir rutinde islendi. Stop 30,00 bacagi ise DELINMEDI (settled 33,00)."
2026-09-17,GARAN,"Artis kapisi: iki ardisik settled >137,80 VE RSI<68 VE F/K<ex-target",Agirlik %22 -> %24,active,"0/2 - OLCULDU VE MET DEGIL; esige uzaklik %2,91'den %13,98'E ACILDI (settled 127,80 ve 120,90). RSI bacagi MET (38,48 [TA 10:33] - asiri satim sinirinda), F/K bacagi MET VE GUCLENDI (4,21 < ex-target 4,90 = -%14,1; 09-15'te 4,66 idi). EMA20 ONARIMI SILINDI: 09-14'te settled 133,90 > ema20 133,30 ile eylulde ilk kez ustune cikmisti; bugun 120,90 << 129,93. Stop 118 tamponu yalnizca %2,46 - 09-16'da %11,87 idi."
2026-09-17,TUPRS,"Ekleme yasagi: konsensus alani (403,12 ortalama vs gun-ici) IKI KAYNAKTA ZIT ISARET",EKLEME YASAK (muhafazakar okuma baglayici),active,"YASAK SURUYOR. TA gun-ici 403,00 -> alan +%0,03 (POZITIF); Is Yatirim gun-ici 406,00 -> alan -%0,71 (NEGATIF). METHODOLOGY 5 geregi MUHAFAZAKAR okuma baglayici ve yasagin KALKMASI lehime oldugu icin NEGATIF okuma baglayicidir -> yasak KALKMADI. Bu, RSI ayrisması icin yazilan kuralin FIYAT tarafina ILK UYGULAMASIDIR (n=1): iki kaynak ayni kalemde zit isaret verdiginde lehime olani secmek, kurali yalnizca ise yaradiginda uygulamak olurdu. Alan -%2,45'ten ~0'a daraldi - yasagin kalkmasina her zamankinden yakin ama HENUZ DEGIL."
